id,title,original_language,popularity,release_date,vote_average,vote_count
1502,Central Intelligence,en,36.833,6/16/2016,6.4,5581
1503,Kung Fu Hustle,cn,35.176,2/10/2004,7.4,2570
1504,Eradication,en,34.41,7/15/2022,6.4,134
1505,Ghost in the Shell,en,38.978,3/29/2017,6.1,7672
1506,Memories,ja,36.572,12/23/1995,7.4,393
1507,Alpha,en,50.522,8/17/2018,6.5,2436
1508,The Abandoned,zh,29.59,9/8/2023,6,19
1509,Texas Chainsaw Massacre,en,41.587,2/18/2022,5.2,1308
1510,Police Academy,en,32.758,3/22/1984,6.7,2473
1511,His Only Son,en,38.464,3/30/2023,7.5,55
1512,Bound by Honor,en,44.549,2/5/1993,8.1,1181
1513,Teenage Mutant Ninja Turtles: Out of the Shadows,en,43.755,6/1/2016,6,3304
1514,The Final Destination,en,35.801,8/26/2009,5.6,3047
1515,Taken 2,en,45.5,9/27/2012,6.3,6295
1516,Terminator Salvation,en,40.889,5/20/2009,6.1,6115
1517,Once Upon a Time in the West,it,35.735,12/21/1968,8.3,4014
1518,Scream 2,en,48.234,12/12/1997,6.5,3829
1519,Security,en,49.232,3/4/2017,6.3,774
1520,The Wizard of Oz,en,47.177,8/15/1939,7.6,5215
1521,The Passion of the Christ,en,43.218,2/25/2004,7.5,4096
1522,Knock Knock,en,50.219,6/26/2015,5.3,2959
1523,Detective Conan: Black Iron Submarine,ja,44.861,4/14/2023,6.8,66
1524,Love Actually,en,40.408,9/7/2003,7.1,6298
1525,The Fallout,en,47.274,3/17/2021,7.7,956
1526,Purple Hearts,en,51.542,7/29/2022,8.2,2225
1527,The Invisible Guest,es,36.262,1/6/2017,8.1,4289
1528,Sana Ol Pulubi,en,41.838,11/1/2023,0,0
1529,American Reunion,en,48.252,4/4/2012,6.3,4197
1530,Peter Rabbit 2: The Runaway,en,49.567,3/25/2021,7.1,734
1531,Shaun of the Dead,en,39.387,4/9/2004,7.5,7902
1532,Prizefighter: The Life of Jem Belcher,en,41.816,6/30/2022,6.3,160
1533,Robin Hood,en,37.233,5/12/2010,6.4,4334
1534,Bolt,en,41.379,11/21/2008,6.5,5700
1535,Fullmetal Alchemist: The Revenge of Scar,ja,38.998,5/20/2022,6.7,197
1536,Babylon A.D.,en,65.421,8/20/2008,5.6,1964
1537,John Carter,en,41.962,3/7/2012,6.3,5310
1538,Dragon Ball Z: Cooler's Revenge,ja,47.505,7/20/1991,6.9,597
1539,Undisputed II: Last Man Standing,en,34.702,4/11/2006,7.3,736
1540,The Human Centipede 2 (Full Sequence),en,43.952,10/6/2011,4.8,1235
1541,Monster Pets: A Hotel Transylvania Short,en,37.014,4/2/2021,7.4,378
1542,Inside,en,38.758,3/9/2023,5.7,251
1543,The Three Musketeers,en,40.396,8/31/2011,5.8,2508
1544,Gunfight at Rio Bravo,en,45.135,1/13/2023,6.1,28
1545,Los bastardos,es,36.184,3/30/2023,6.5,21
1546,Dragon Ball: Sleeping Princess in Devil's Castle,ja,41.486,7/18/1987,6.5,232
1547,One Flew Over the Cuckoo's Nest,en,46.986,11/19/1975,8.4,9842
1548,The First Slam Dunk,ja,55.278,12/3/2022,7.7,206
1549,Surrounded,en,41.208,4/2/2023,6.1,47
1550,Thunderball,en,33.223,12/11/1965,6.7,2138
1551,Disobedience,en,45.179,11/30/2018,7,811
1552,Pinocchio,en,44.919,2/23/1940,7.1,5534
1553,Shin Ultraman,ja,43.249,5/13/2022,7.1,110
1554,Mortal Engines,en,40.126,11/27/2018,6.2,4362
1555,Kick-Ass,en,38.965,3/22/2010,7.1,11143
1556,Diary of a Wimpy Kid: Rodrick Rules,en,36.46,12/2/2022,7,145
1557,Home,en,54.407,3/18/2015,6.8,3766
1558,Infidelity,ru,41.11,10/31/2019,6.8,240
1559,BlackBerry,en,41.656,2/13/2023,7.2,313
1560,Horrible Bosses 2,en,47.099,11/12/2014,6.2,3928
1561,The Bourne Identity,en,33.589,6/14/2002,7.5,8792
1562,The Magnificent Seven,en,43.892,9/14/2016,6.4,5616
1563,Underwater,en,38.297,1/8/2020,6.3,2888
1564,Sniper: Rogue Mission,en,31.721,8/16/2022,6.5,107
1565,The Sixth Sense,en,42.083,8/6/1999,7.9,10986
1566,RoboCop,en,37.829,7/17/1987,7.3,4697
1567,28 Days Later,en,40.778,10/31/2002,7.2,6240
1568,Gremlins,en,38.626,6/8/1984,7.1,5945
1569,The Immortal Wars: Rebirth,en,64.627,11/2/2021,5.5,3
1570,Trick or Treat Scooby-Doo!,en,34.908,10/4/2022,7.1,170
1571,Slumberland,en,35.911,11/18/2022,7.4,748
1572,Clash of the Titans,en,42.417,3/26/2010,5.9,5941
1573,Mary Magdalene,en,34.872,3/15/2018,6.3,498
1574,The Cabin in the Woods,en,42.814,4/12/2012,6.6,7432
1575,Hulk,en,40.602,6/19/2003,5.5,5467
1576,Eyes Wide Shut,en,42.048,7/16/1999,7.5,5719
1577,Dragon Ball Z: Lord Slug,ja,38.147,3/19/1991,6.4,476
1578,Red Sparrow,en,40.801,2/28/2018,6.5,5681
1579,Assassin Club,en,37.648,2/24/2023,6.2,128
1580,Piggy,es,43.177,10/7/2022,6.7,498
1581,A Clockwork Orange,en,35.784,12/19/1971,8.2,12183
1582,Escape Plan 2: Hades,en,36.832,6/5/2018,5.2,1344
1583,Rurouni Kenshin: The Beginning,ja,38.843,6/4/2021,7.6,388
1584,Independence Day,en,32.573,6/25/1996,6.9,9043
1585,The Patriot,en,35.973,6/28/2000,7.2,3643
1586,Those Who Wish Me Dead,en,42.34,5/5/2021,6.7,1436
1587,Final Destination 3,en,45.322,2/9/2006,6.1,3610
1588,V for Vendetta,en,34.621,2/23/2006,7.9,13788
1589,Groot Takes a Bath,en,53.655,8/10/2022,7.1,317
1590,Southpaw,en,47.348,3/24/2015,7.4,5245
1591,The Sacrifice Game,en,44.25,12/7/2023,6,18
1592,Annihilation,en,45.719,2/22/2018,6.4,8150
1593,Foursome,tl,37.263,12/22/2023,6.5,2
1594,Men in Black,en,53.912,7/2/1997,7.2,13044
1595,It Hatched,en,35.723,10/21/2021,3.3,3
1596,Tetris,en,45.722,3/15/2023,7.8,1000
1597,Inferno,en,64.007,9/25/1999,6.1,285
1598,Ready or Not,en,46.219,8/21/2019,7.1,4020
1599,Night at the Museum: Secret of the Tomb,en,38.234,12/17/2014,6.2,5584
1600,Suitable Flesh,en,31.948,10/27/2023,5.1,36
1601,Saben aquell,ca,63.963,11/1/2023,7.4,10
1602,A Dog's Way Home,en,41.062,1/10/2019,7.3,1031
1603,Tinker Bell and the Lost Treasure,en,34.304,9/3/2009,6.8,928
1604,Behind Enemy Lines,en,31.041,11/30/2001,6.4,1361
1605,The BFG,en,39.245,6/1/2016,6.3,3194
1606,The Lovely Bones,en,38.039,12/26/2009,7.1,4333
1607,Paprika,it,43.072,2/13/1991,7,376
1608,Fallen Leaves,fi,45.556,9/14/2023,7.2,156
1609,Bohemian Rhapsody,en,47.082,10/24/2018,8,16175
1610,The Secret Life of Walter Mitty,en,32.37,12/18/2013,7.2,7194
1611,The Last Duel,en,37.238,10/13/2021,7.5,3068
1612,Angel Guts: Red Porno,ja,35.123,12/25/1981,5.5,37
1613,One Hundred and One Dalmatians,en,46.264,1/25/1961,7.2,5933
1614,Desire,fr,39.489,10/6/2011,6.1,919
1615,Looper,en,34.45,9/26/2012,6.9,9743
1616,Paradise City,en,39.287,11/11/2022,5.7,122
1617,Abominable,en,44.702,9/19/2019,7.5,1926
1618,Tinker Bell,en,33.239,9/11/2008,6.8,1312
1619,The Pianist,en,38.824,9/17/2002,8.4,8576
1620,The Intern - A Summer of Lust,en,54.613,12/1/2019,5.5,11
1621,Godzilla: City on the Edge of Battle,ja,36.728,5/18/2018,6.4,301
1622,Raiders of the Lost Library,ru,53.941,10/27/2022,5.8,21
1623,Hustle,en,43.95,6/3/2022,7.8,2272
1624,Cheeky,it,46.467,1/28/2000,5.5,229
1625,Peter Pan,en,44.713,2/5/1953,7.2,5086
1626,Self/less,en,29.697,7/10/2015,6.4,2936
1627,I Want to Eat Your Pancreas,ja,44.465,9/1/2018,8.3,1402
1628,Lolita,en,43.657,9/27/1997,7.1,1639
1629,The Angry Birds Movie,en,43.411,5/11/2016,6.2,3438
1630,Star Wars: Episode I - The Phantom Menace,en,41.229,5/19/1999,6.5,13783
1631,Coming to America,en,36.397,6/29/1988,6.9,4048
1632,The Intern,en,43.548,9/23/2015,7.2,6318
1633,Die Hard 2,en,43.342,7/3/1990,6.9,5409
1634,Tayuan,tl,40.149,6/23/2023,7,7
1635,Ghostbusters II,en,33.439,6/16/1989,6.5,4027
1636,The Matrix Revolutions,en,39.89,11/5/2003,6.7,9321
1637,Mowgli: Legend of the Jungle,en,33.746,11/25/2018,6.5,2394
1638,Perfect Days,ja,40.76,8/11/2023,7.6,111
1639,The Lorax,en,57.382,3/1/2012,6.5,3315
1640,Ben-Hur,en,35.68,11/18/1959,7.9,2532
1641,I Spit on Your Grave,en,35.625,6/17/2010,6.5,2099
1642,The Abyss,en,36.07,8/9/1989,7.3,2679
1643,The Mummy,en,34.599,6/6/2017,5.5,6853
1644,Tinker Bell and the Great Fairy Rescue,en,36.922,7/29/2010,6.7,866
1645,The Mummy: Tomb of the Dragon Emperor,en,40.418,7/1/2008,5.5,4178
1646,The Wedding Ringer,en,36.633,1/16/2015,6.5,1504
1647,Barbarian,en,37.349,9/8/2022,6.9,1873
1648,SS Experiment Love Camp,it,37.037,11/16/1976,5.4,71
1649,The Taming of the Shrewd 2,pl,45.869,12/20/2023,6.3,6
1650,London Has Fallen,en,37.361,3/2/2016,6.2,4467
1651,Training Day,en,42.356,10/5/2001,7.5,5502
1652,Argylle,en,62.566,1/31/2024,0,0
1653,The Adventures of Tintin,en,33.206,10/24/2011,6.9,5099
1654,South Park: Joining the Panderverse,en,38.218,10/27/2023,8,142
1655,Ghostbusters,en,31.157,7/14/2016,5.4,6062
1656,Defiance,en,36.901,12/31/2008,6.8,1634
1657,Bad Boys,en,40.399,4/7/1995,6.8,5859
1658,Captain America: The Winter Soldier,en,39.421,3/20/2014,7.7,17944
1659,Gremlins 2: The New Batch,en,34.643,6/15/1990,6.4,2356
1660,Point Break,en,33.337,1/31/1991,7.1,3283
1661,Dragon Ball Z: Broly – Second Coming,ja,36.683,3/12/1994,6.7,607
1662,Weathering with You,ja,39.888,6/19/2019,8,2042
1663,Bloodshot,en,36.338,3/5/2020,6.7,4749
1664,Pocahontas,en,34.125,6/14/1995,6.9,5392
1665,Oldboy,ko,42.622,11/21/2003,8.3,7998
1666,Grimcutty,en,48.462,10/10/2022,5.2,325
1667,"As Above, So Below",en,47.624,8/14/2014,6.7,3185
1668,Halloween,en,35.066,10/24/1978,7.6,5168
1669,Neon Genesis Evangelion: The End of Evangelion,ja,41.613,7/19/1997,8.3,1430
1670,The King of Algiers,fr,36.323,5/24/2023,6.1,71
1671,Ocean's Eleven,en,51.308,12/7/2001,7.4,10981
1672,Mulan II,en,43.107,11/3/2004,6.5,2221
1673,Minions,en,40.029,6/17/2015,6.4,10092
1674,Heatwave,en,34.677,1/17/2022,6.6,123
1675,Star Wars: Episode III - Revenge of the Sith,en,36.539,5/17/2005,7.4,12971
1676,Colombiana,en,37.851,7/27/2011,6.6,2426
1677,Love on the Right Course,en,44.307,1/6/2024,6.5,2
1678,Die Another Day,en,45.697,11/17/2002,6,3278
1679,My Hero Academia: Two Heroes,ja,38.652,8/3/2018,7.9,932
1680,Love on the Right Course,en,44.307,1/6/2024,6.5,2
1681,Die Another Day,en,45.697,11/17/2002,6,3278
1682,My Hero Academia: Two Heroes,ja,38.652,8/3/2018,7.9,932
1683,Army of the Dead,en,44.012,5/14/2021,6.2,3718
1684,Jeepers Creepers 2,en,41.591,8/8/2003,6.1,1502
1685,A Nightmare on Elm Street,en,35.835,11/9/1984,7.3,4759
1686,Gods of Egypt,en,39.59,2/25/2016,5.6,3876
1687,The Butterfly Effect,en,41.783,1/17/2004,7.6,7028
1688,Butcher's Crossing,en,40.579,2/3/2023,5.8,38
1689,Tears of the Sun,en,32.531,3/7/2003,6.9,2133
1690,Greyhound,en,33.193,7/10/2020,7.4,2635
1691,Star Wars: Episode II - Attack of the Clones,en,30.646,5/15/2002,6.6,12504
1692,Tinker Bell and the Pirate Fairy,en,39.582,2/13/2014,6.9,932
1693,All-Time High,fr,46.715,11/17/2023,5.7,69
1694,Christmas Bloody Christmas,en,40.615,10/5/2022,5.6,172
1695,Anna,fr,40.833,6/19/2019,6.7,2460
1696,The Shepherd,en,49.046,8/10/2023,6.9,70
1697,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",en,45.212,4/25/2023,7.4,84
1698,"Big Mommas: Like Father, Like Son",en,36.82,2/16/2011,5.5,1155
1699,The Simpsons in Plusaversary,en,44.64,11/12/2021,6.6,392
1700,Zack and Miri Make a Porno,en,44.813,9/18/2008,6.3,2241
1701,Bride of Chucky,en,45.261,10/16/1998,6,1755
1702,Death Race,en,37.812,8/22/2008,6.3,3533
1703,The Town,en,33.305,9/15/2010,7.2,4721
1704,Ri¢hie Ri¢h,en,61.617,12/19/1994,5.9,2121
1705,Snoopy Presents: One-of-a-Kind Marcie,en,47.048,8/17/2023,8.1,19
1706,The Possession of Hannah Grace,en,33.799,11/29/2018,5.6,1237
1707,The Road to El Dorado,en,35.038,3/31/2000,7.2,3533
1708,Flamin' Hot,en,61.417,3/11/2023,8.2,457
1709,iNumber Number: Jozi Gold,en,37.457,6/23/2023,6.1,26
1710,TRON: Legacy,en,35.28,12/14/2010,6.5,6762
1711,Jeepers Creepers 3,en,43.283,9/26/2017,4.9,834
1712,The Killer,ko,37.46,7/13/2022,7.8,311
1713,Woody Woodpecker,en,36.08,10/5/2017,6.6,661
1714,SPY x FAMILY CODE: White,ja,51.694,12/22/2023,10,1
1715,Apocalypse Now,en,52.421,8/15/1979,8.3,7682
1716,Skyfall,en,37.422,10/24/2012,7.2,14649
1717,Lou,en,38.505,9/23/2022,6.6,589
1718,Sex and the City,en,42.015,5/12/2008,6.6,2010
1719,Joy Ride,en,45.756,6/22/2023,6.8,238
1720,Home Alone 4,en,38.155,11/3/2002,4.5,1182
1721,Alvin and the Chipmunks,en,41.203,12/13/2007,5.8,4193
1722,Final Destination 2,en,36.751,1/31/2003,6.2,3770
1723,Daddy's Home,en,36.255,12/25/2015,6.3,3024
1724,Dragonheart: Vengeance,en,35.011,2/4/2020,6.9,299
1725,Welcome to the Club,en,45.58,9/8/2022,6.5,170
1726,The Karate Kid Part II,en,34.984,6/18/1986,6.3,2020
1727,The Bourne Ultimatum,en,32.935,8/3/2007,7.4,7250
1728,Dirty Grandpa,en,41.688,1/20/2016,5.9,4184
1729,Face/Off,en,37.232,6/27/1997,7,4939
1730,Red Shoes and the Seven Dwarfs,en,32.281,7/25/2019,7.8,1018
1731,Ben-Hur,en,30.476,8/17/2016,5.7,1588
1732,Killer Raccoons 2: Dark Christmas in the Dark,en,41.401,12/5/2019,5.2,4
1733,Independence Day: Resurgence,en,39.365,6/22/2016,5.3,5761
1734,Duck Duck Goose,en,38.766,3/9/2018,6.3,151
1735,Ex Machina,en,44.112,1/21/2015,7.6,12574
1736,Polly Pocket Sparkle Cove Adventure,en,40.174,8/21/2023,8,1
1737,The Mummy Resurrection,en,35.876,1/2/2023,6.5,44
1738,Van Helsing,en,46.851,5/3/2004,6.3,5516
1739,Jeepers Creepers,en,40.699,7/1/2001,6.4,2790
1740,Jeepers Creepers,en,40.699,7/1/2001,6.4,2790
1741,The Winter Witch,en,41.198,12/26/2022,2,5
1742,The Lego Movie,en,37.901,2/6/2014,7.4,7369
1743,Bad Boys II,en,40.194,7/18/2003,6.6,5024
1744,The Emoji Movie,en,35.446,7/23/2017,5.5,2887
1745,The Empire Strikes Back,en,39.612,5/20/1980,8.4,16065
1746,The Hitman's Bodyguard,en,37.195,8/16/2017,6.9,5833
1747,Berserk: The Golden Age Arc I - The Egg of the King,ja,35.188,2/3/2012,7.2,449
1748,Moana,en,43.022,6/26/2025,0,0
1749,Thir13en Ghosts,en,35.135,10/26/2001,6.2,1948
1750,Hitman: Agent 47,en,31.688,8/20/2015,5.8,2855
1751,22 Jump Street,en,37.181,6/5/2014,6.8,7566
1752,The Medium,th,34.992,7/14/2021,7,573
1753,Rape Zombie: Lust of the Dead 3,ja,41.442,6/23/2013,6,24
1754,Emily the Criminal,en,33.455,8/12/2022,6.8,654
1755,The Sorcerer's Apprentice,en,40.37,7/13/2010,6.1,4714
1756,Straight Outta Compton,en,36.421,8/11/2015,7.8,3658
1757,Sweet Girl,en,38.186,8/18/2021,6.7,1112
1758,The Loud House Movie,en,40.734,8/20/2021,7.4,167
1759,The Hateful Eight,en,45.168,12/25/2015,7.7,13486
1760,Scary Movie 3,en,40.612,10/24/2003,6,3840
1761,Mad Max 2,en,41.723,12/24/1981,7.4,3373
1762,The Exorcism of Emily Rose,en,39.059,9/9/2005,6.6,2609
1763,Angels & Demons,en,35.859,5/13/2009,6.7,6470
1764,Alvin and the Chipmunks: The Squeakquel,en,40.104,12/21/2009,5.6,2740
1765,The Girl with the Dragon Tattoo,en,36.5,12/14/2011,7.4,6599
1766,The Unholy,en,39.164,3/31/2021,6.7,2021
1767,Night at the Museum,en,34.589,12/20/2006,6.6,9706
1768,Asterix & Obelix: The Middle Kingdom,fr,37.142,2/1/2023,4.9,804
1769,Imagine Me & You,en,37.636,1/27/2006,7.6,950
1770,Devotion,en,40.322,11/23/2022,7.2,606
1771,12 Strong,en,39.83,1/18/2018,6.3,2759
1772,City of God,pt,39.671,8/30/2002,8.4,6859
1773,The Lego Batman Movie,en,43.27,2/8/2017,7.2,4676
1774,Hancock,en,36.559,7/1/2008,6.3,9106
1775,The Wrong Missy,en,29.165,5/13/2020,6.2,1101
1776,Clock,en,44.217,3/28/2023,5.6,168
1777,Evil Eye,es,39.94,9/22/2022,6.8,214
1778,All Hallows' Eve,en,34.052,10/29/2013,5.8,372
1779,My Hero Academia: Heroes Rising,ja,39.358,12/20/2019,8.2,1096
1780,EXmas,en,36.825,11/17/2023,6.9,87
1781,Dragon Ball Z: The Tree of Might,ja,45.843,6/7/1990,6.5,512
1782,Poltergeist,en,36.53,5/20/2015,5.2,2170
1783,Where the Crawdads Sing,en,41.171,7/14/2022,7.6,1409
1784,The Aristocats,en,39.585,12/24/1970,7.3,4743
1785,Viking Wolf,no,34.93,11/18/2022,5.7,275
1786,Blue Giant,ja,49.272,2/17/2023,8.8,11
1787,"Love, Rosie",en,39.787,10/16/2014,7.8,5984
1788,Chip 'n Dale: Rescue Rangers,en,44.06,5/20/2022,7,1116
1789,Happy Feet,en,43.23,11/16/2006,6.2,4825
1790,The Longest Yard,en,38.076,5/27/2005,6.6,3147
1791,Mr. & Mrs. Smith,en,37.925,6/7/2005,6.7,9765
1792,Austin Powers: The Spy Who Shagged Me,en,38.556,6/8/1999,6.3,3099
1793,Sexo,en,36.823,8/21/2001,5.2,24
1794,Death Wish,en,34.31,3/2/2018,6.1,2401
1795,Invasion,ru,41.112,1/1/2020,6.9,748
1796,Spies in Disguise,en,38.51,12/4/2019,7.6,2630
1797,True Lies,en,37.247,7/15/1994,7.1,3769
1798,Robin Hood: Prince of Thieves,en,28.996,6/14/1991,6.8,3023
1799,Host,en,34.061,12/4/2020,6.5,825
1800,The Art of Racing in the Rain,en,38.955,8/8/2019,8.2,1364
1801,Donnie Darko,en,37.143,1/19/2001,7.8,11724
1802,Monsters of Man,en,59.142,11/19/2020,6.4,300
1803,Battle for Saipan,en,29.643,11/25/2022,5.8,67
1804,Revenge Porn: PAIN OF LOVE,ja,45.901,2/2/2019,4.5,2
1805,Focus,en,32.536,2/25/2015,6.9,7446
1806,Wyrmwood: Apocalypse,en,59.084,2/10/2022,5.4,88
1807,Fear and Loathing in Las Vegas,en,32.628,5/22/1998,7.2,4322
1808,Older Gods,en,44.457,3/1/2023,6.1,45
1809,Blood Vessel,ig,59.039,12/8/2023,6.9,19
1810,Aporia,en,59.039,8/11/2023,6.4,36
1811,Ostap Bender: The Final Hustle,ru,59.004,11/5/2021,6.6,16
1812,Allegiant,en,41.627,3/9/2016,6.1,6315
1813,In the Land of Saints and Sinners,en,41.897,10/6/2023,6.4,64
1814,The Wonderful Story of Henry Sugar,en,32.796,9/20/2023,7.3,598
1815,Speed,en,42.517,6/9/1994,7.1,5730
1816,Me Time,en,33.804,8/26/2022,5.9,790
1817,The House,en,36.79,1/14/2022,7,951
1818,Papillon,en,39.171,9/7/2017,7.3,1792
1819,The Killing of a Sacred Deer,en,38.468,10/20/2017,7,3530
1820,The Killing of a Sacred Deer,en,38.468,10/20/2017,7,3530
1821,Hotel Paradise,it,39.82,10/25/1980,5.4,17
1822,Cold Pursuit,en,44.464,2/7/2019,5.8,2415
1823,The Princess Diaries,en,32.954,8/3/2001,7,4671
1824,Mission: Impossible II,en,36.903,5/24/2000,6.1,6286
1825,Pain & Gain,en,34.505,4/18/2013,6.3,4202
1826,Incantation,zh,35.576,3/18/2022,6.8,567
1827,Downton Abbey: A New Era,en,31.275,4/27/2022,7.2,409
1828,Scream 3,en,37.696,2/3/2000,6,3293
1829,Ballerina,en,40,12/14/2016,7.2,1781
1830,American Gangster,en,30.495,11/2/2007,7.6,5040
1831,Dora and the Lost City of Gold,en,52.45,8/8/2019,6.7,1604
1832,Underworld: Rise of the Lycans,en,36.074,1/22/2009,6.5,3390
1833,The Ash Lad: In the Hall of the Mountain King,no,28.791,9/29/2017,6.8,323
1834,Hitman's Wife's Bodyguard,en,31.203,6/14/2021,6.7,2040
1835,War of the Worlds,en,39.931,6/28/2005,6.5,7879
1836,Nothing Serious,ko,41.083,11/24/2021,6.6,26
1837,Storks,en,37.179,9/22/2016,6.6,2223
1838,Kingdom: Ashin of the North,ko,39.792,7/23/2021,7.2,491
1839,Return of the Jedi,en,36.415,5/25/1983,7.9,14842
1840,Horton Hears a Who!,en,36.955,3/3/2008,6.5,3087
1841,Garfield,en,46.204,6/10/2004,5.7,3715
1842,Dragon Ball Z: Bojack Unbound,ja,37.502,7/10/1993,7.1,505
1843,Barbie in The 12 Dancing Princesses,en,38.998,9/19/2006,7.6,1087
1844,The Autopsy of Jane Doe,en,36.351,12/21/2016,6.8,3903
1845,Jennifer's Body,en,37.397,9/18/2009,5.9,3523
1846,Underworld,en,41.987,9/19/2003,6.8,5788
1847,Gifted,en,44.85,4/7/2017,8,5092
1848,Mad Max,en,36.143,4/12/1979,6.7,4001
1849,La Navidad en sus manos,es,26.387,12/1/2023,6.6,5
1850,Road to Perdition,en,30.631,7/12/2002,7.4,3389
1851,Elf,en,38.274,10/9/2003,6.7,3781
1852,The Spiderwick Chronicles,en,33.675,2/14/2008,6.6,2464
1853,Once Upon a Deadpool,en,27.481,12/11/2018,7.1,680
1854,The Karate Kid Part III,en,30.669,6/16/1989,5.9,1476
1855,Captain Fantastic,en,34.125,7/8/2016,7.9,6104
1856,Con Air,en,40.318,6/5/1997,6.7,3845
1857,Inspector Sun and the Curse of the Black Widow,es,35.767,12/28/2022,6.7,135
1858,The Hills Have Eyes,en,36.662,3/10/2006,6.4,2776
1859,The Hot Chick,en,33.359,12/13/2002,6.3,1882
1860,Con Air,en,40.318,6/5/1997,6.7,3845
1861,Inspector Sun and the Curse of the Black Widow,es,35.767,12/28/2022,6.7,135
1862,The Hills Have Eyes,en,36.662,3/10/2006,6.4,2776
1863,The Hot Chick,en,33.359,12/13/2002,6.3,1882
1864,Inu-Oh,ja,36.03,5/28/2022,7.4,88
1865,Attack on Titan II: End of the World,ja,40.912,9/1/2015,6,309
1866,Seven Samurai,ja,40.556,4/26/1954,8.5,3351
1867,Girl,en,35.966,12/11/2020,6.2,188
1868,Marcel the Shell with Shoes On,en,32.931,6/24/2022,7.7,423
1869,Rocky II,en,28.397,6/15/1979,7.3,4082
1870,The Princess Diaries 2: Royal Engagement,en,32.993,8/6/2004,6.7,3078
1871,Godzilla Against MechaGodzilla,ja,35.393,11/2/2002,7.3,184
1872,Mousa,ar,57.781,8/11/2021,6.8,25
1873,Last Sentinel,en,49.003,3/17/2023,5.6,104
1874,Through My Window: Looking at You,es,45.124,2/23/2024,0,0
1875,You Are So Not Invited to My Bat Mitzvah,en,57.711,8/18/2023,6.4,328
1876,CODA,en,50.2,8/11/2021,8,2003
1877,Upgrade,en,39.135,5/31/2018,7.5,4008
1878,Jeanne du Barry,fr,46.757,5/16/2023,7,294
1879,Johnny English Reborn,en,41.529,9/15/2011,6.2,3097
1880,Ambush,en,37.197,2/24/2023,6.5,74
1881,Annie,en,44.267,12/19/2014,6.3,1229
1882,No Strings Attached,en,32.863,1/21/2011,6.3,4444
1883,Fantastic Four: Rise of the Silver Surfer,en,31.06,6/13/2007,5.6,7492
1884,The Amazing Maurice,en,35.952,12/16/2022,6.9,122
1885,Monsters vs Aliens,en,39.104,3/19/2009,6.2,4364
1886,The Hunt,en,29.113,3/11/2020,6.6,2917
1887,Promising Young Woman,en,44.465,12/13/2020,7.5,2903
1888,Black Water: Abyss,en,39.361,7/9/2020,5.2,404
1889,Paddington 2,en,47.003,11/9/2017,7.5,2160
1890,Jack Mimoun & the Secrets of Val Verde,fr,34.886,10/12/2022,5.3,171
1891,Young Adult Matters,ko,33.2,4/15/2021,6.5,18
1892,The Ten Commandments: The Movie,pt,33.896,1/28/2016,7.2,303
1893,The Valet,en,36.419,5/11/2022,7.6,468
1894,Chueco’s Christmas,es,36.201,12/15/2023,9,1
1895,The League of Extraordinary Gentlemen,en,28.786,7/11/2003,6,3772
1896,Concrete Utopia,ko,40.885,8/9/2023,7.1,51
1897,Blankman,en,40.832,8/19/1994,5.3,164
1898,Attack on Titan,ja,38.587,8/1/2015,6.1,698
1899,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,ja,38.021,5/20/2023,9.5,2
1900,Chueco’s Christmas,es,36.201,12/15/2023,9,1
1901,The League of Extraordinary Gentlemen,en,28.786,7/11/2003,6,3772
1902,Blankman,en,40.832,8/19/1994,5.3,164
1903,Attack on Titan,ja,38.587,8/1/2015,6.1,698
1904,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,ja,38.021,5/20/2023,9.5,2
1905,Trolls Holiday,en,36.333,11/1/2017,6.7,460
1906,Barbie: Princess Charm School,en,41.627,8/11/2011,7.5,736
1907,Antz,en,34.571,10/2/1998,6.1,4203
1908,From Russia with Love,en,30.017,10/10/1963,7.1,2770
1909,Interceptor,en,36.843,5/26/2022,6.1,663
1910,Midway,en,30.071,11/6/2019,7.2,2303
1911,PAW Patrol: Mighty Pups,en,37.367,10/4/2018,7.5,565
1912,The Texas Chainsaw Massacre: The Beginning,en,36.058,10/5/2006,6.1,1651
1913,Black Swan,en,35.207,12/3/2010,7.7,13767
1914,The Golden Lotus: Love and Desire,zh,36.063,5/9/1991,6.1,17
1915,Taiki,nl,26.641,2/18/2019,5,1
1916,Stand by Me,en,26.299,8/8/1986,7.8,5456
1917,Burning Betrayal,pt,39.016,10/25/2023,5.6,82
1918,The Book of Life,en,54.699,10/1/2014,7.6,2516
